@nItem,prod.NCM,prod.CFOP,prod.cEAN,prod.qCom,prod.uCom,prod.cProd,prod.qTrib,prod.uTrib,prod.vProd,prod.xProd,prod.indTot,prod.vUnCom,prod.vUnTrib,prod.cEANTrib,prod.nItemPed,imposto.PIS.PISNT.CST,imposto.ICMS.ICMS51.CST,imposto.ICMS.ICMS51.vBC,imposto.ICMS.ICMS51.orig,imposto.ICMS.ICMS51.pDif,imposto.ICMS.ICMS51.modBC,imposto.ICMS.ICMS51.pICMS,imposto.ICMS.ICMS51.vICMS,imposto.ICMS.ICMS51.pRedBC,imposto.ICMS.ICMS51.vICMSOp,imposto.ICMS.ICMS51.vICMSDif,imposto.COFINS.COFINSNT.CST,imposto.vTotTrib,id,imposto.ICMS.ICMS40.CST,imposto.ICMS.ICMS40.orig,infAdProd,prod.xPed,prod.rastro.dFab,prod.rastro.dVal,prod.rastro.nLote,prod.rastro.qLote,imposto.IPI.cEnq,imposto.IPI.IPITrib.CST,imposto.IPI.IPITrib.vBC,imposto.IPI.IPITrib.pIPI,imposto.IPI.IPITrib.vIPI,prod.comb.UFCons,prod.comb.descANP,prod.comb.cProdANP,prod.cBenef,imposto.PIS.PISAliq.CST,imposto.PIS.PISAliq.vBC,imposto.PIS.PISAliq.pPIS,imposto.PIS.PISAliq.vPIS,imposto.ICMS.ICMSST.CST,imposto.ICMS.ICMSST.pST,imposto.ICMS.ICMSST.orig,imposto.ICMS.ICMSST.vBCEfet,imposto.ICMS.ICMSST.vBCSTRet,imposto.ICMS.ICMSST.pICMSEfet,imposto.ICMS.ICMSST.vBCSTDest,imposto.ICMS.ICMSST.vICMSEfet,imposto.ICMS.ICMSST.pRedBCEfet,imposto.ICMS.ICMSST.vICMSSTRet,imposto.ICMS.ICMSST.vICMSSTDest,imposto.ICMS.ICMSST.vICMSSubstituto,imposto.COFINS.COFINSAliq.CST,imposto.COFINS.COFINSAliq.vBC,imposto.COFINS.COFINSAliq.pCOFINS,imposto.COFINS.COFINSAliq.vCOFINS,prod.CEST,prod.comb.encerrante.nBico,prod.comb.encerrante.nBomba,prod.comb.encerrante.nTanque,prod.comb.encerrante.vEncFin,prod.comb.encerrante.vEncIni,prod.indEscala,imposto.IPI.IPINT.CST,imposto.PIS.PISOutr.CST,imposto.PIS.PISOutr.vPIS,imposto.PIS.PISOutr.qBCProd,imposto.PIS.PISOutr.vAliqProd,imposto.COFINS.COFINSOutr.CST,imposto.COFINS.COFINSOutr.qBCProd,imposto.COFINS.COFINSOutr.vCOFINS,imposto.COFINS.COFINSOutr.vAliqProd,imposto.ICMS.ICMS60.CST,imposto.ICMS.ICMS60.pST,imposto.ICMS.ICMS60.orig,imposto.ICMS.ICMS60.vBCSTRet,imposto.ICMS.ICMS60.vICMSSTRet,imposto.ICMS.ICMS60.vICMSSubstituto,imposto.ICMS.ICMS40.motDesICMS,imposto.ICMS.ICMS40.vICMSDeson,imposto.PIS.PISOutr.vBC,imposto.PIS.PISOutr.pPIS,imposto.COFINS.COFINSOutr.vBC,imposto.COFINS.COFINSOutr.pCOFINS,imposto.ICMS.ICMS90.CST,imposto.ICMS.ICMS90.vBC,imposto.ICMS.ICMS90.orig,imposto.ICMS.ICMS90.modBC,imposto.ICMS.ICMS90.pICMS,imposto.ICMS.ICMS90.vBCST,imposto.ICMS.ICMS90.vICMS,imposto.ICMS.ICMS90.pFCPST,imposto.ICMS.ICMS90.vFCPST,imposto.ICMS.ICMS90.modBCST,imposto.ICMS.ICMS90.pICMSST,imposto.ICMS.ICMS90.vICMSST,imposto.ICMS.ICMS90.vBCFCPST,imposto.ICMS.ICMS20.CST,imposto.ICMS.ICMS20.vBC,imposto.ICMS.ICMS20.orig,imposto.ICMS.ICMS20.modBC,imposto.ICMS.ICMS20.pICMS,imposto.ICMS.ICMS20.vICMS,imposto.ICMS.ICMS20.pRedBC,prod.rastro,prod.vDesc,prod.EXTIPI,imposto.ICMS.ICMSSN500.pST,imposto.ICMS.ICMSSN500.orig,imposto.ICMS.ICMSSN500.CSOSN,imposto.ICMS.ICMSSN500.vBCSTRet,imposto.ICMS.ICMSSN500.vICMSSTRet,imposto.ICMS.ICMSSN500.vICMSSubstituto,imposto.ICMS.ICMS20.motDesICMS,imposto.ICMS.ICMS20.vICMSDeson,imposto.ICMS.ICMS60.vBCEfet,imposto.ICMS.ICMS60.pICMSEfet,imposto.ICMS.ICMS60.vICMSEfet,imposto.ICMS.ICMS60.pRedBCEfet,imposto.ICMS.ICMS00.CST,imposto.ICMS.ICMS00.vBC,imposto.ICMS.ICMS00.orig,imposto.ICMS.ICMS00.modBC,imposto.ICMS.ICMS00.pICMS,imposto.ICMS.ICMS00.vICMS,imposto.IPI.CNPJProd,imposto.ICMS.ICMS90.pRedBC,impostoDevol.IPI.vIPIDevol,impostoDevol.pDevol,prod.med.vPMC,prod.med.cProdANVISA,prod.med.xMotivoIsencao,imposto.IPI.IPITrib.qUnid,imposto.IPI.IPITrib.vUnid,imposto.ICMS.ICMSSN102.orig,imposto.ICMS.ICMSSN102.CSOSN
1,10059010,5132,SEM GTIN,50000.0,KG,2,50000.0,KG,68333.33,MILHO EM GRAOS,1,1.3666666000,1.3666666000,SEM GTIN,0,09,51,0.00,0,0.0000,3,0.0000,0.00,0.0000,0.00,0.00,09,0.00,205773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5132,SEM GTIN,50000.0,KG,2,50000.0,KG,68333.33,MILHO EM GRAOS,1,1.3666666000,1.3666666000,SEM GTIN,0,09,51,0.00,0,0.0000,3,0.0000,0.00,0.0000,0.00,0.00,09,0.00,205775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5905,SEM GTIN,48402.0,KG,2,48402.0,KG,48402.00,MILHO EM GRAOS,1,1.0000000000,1.0000000000,SEM GTIN,0,09,,,,,,,,,,,09,0.00,205826,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5132,SEM GTIN,50000.0,KG,2,50000.0,KG,68333.33,MILHO EM GRAOS,1,1.3666666000,1.3666666000,SEM GTIN,0,09,51,0.00,0,0.0000,3,0.0000,0.00,0.0000,0.00,0.00,09,0.00,205827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5132,SEM GTIN,50000.0,KG,2,50000.0,KG,68333.33,MILHO EM GRAOS,1,1.3666666000,1.3666666000,SEM GTIN,0,09,51,0.00,0,0.0000,3,0.0000,0.00,0.0000,0.00,0.00,09,0.00,205847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5132,SEM GTIN,50000.0,KG,2,50000.0,KG,68333.33,MILHO EM GRAOS,1,1.3666666000,1.3666666000,SEM GTIN,0,09,51,0.00,0,0.0000,3,0.0000,0.00,0.0000,0.00,0.00,09,0.00,205880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5905,SEM GTIN,50000.0,KG,2,50000.0,KG,50000.00,MILHO EM GRAOS,1,1.0000000000,1.0000000000,SEM GTIN,0,09,,,,,,,,,,,09,0.00,205900,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5905,SEM GTIN,50000.0,KG,2,50000.0,KG,50000.00,MILHO EM GRAOS,1,1.0000000000,1.0000000000,SEM GTIN,0,09,,,,,,,,,,,09,0.00,205906,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5905,SEM GTIN,50000.0,KG,2,50000.0,KG,50000.00,MILHO EM GRAOS,1,1.0000000000,1.0000000000,SEM GTIN,0,09,,,,,,,,,,,09,0.00,205913,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5905,SEM GTIN,50000.0,KG,2,50000.0,KG,50000.00,MILHO EM GRAOS,1,1.0000000000,1.0000000000,SEM GTIN,0,09,,,,,,,,,,,09,0.00,205950,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31059090,5102,SEM GTIN,31.0000,TO,000000000000110759,31.0000,TON,110683.02,20.00.20 BB,1,3570.4200000000,3570.4200000000,SEM GTIN,,06,51,0.00,0,0.0000,3,0.0000,0.00,0.0000,0.00,0.00,06,,210272,,,"31,000 TO Lote: 2158221122022 - Data Validade: 21.12.2023 - Fabricante:  - Fornecedor: FERTILIZANTES TOCANTINS LTDA",0010281025,2022-12-21,2023-12-21,2158221122,31.000,999,99,0.00,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31059090,5102,SEM GTIN,50.0000,TO,000000000000110759,50.0000,TON,178521.00,20.00.20 BB,1,3570.4200000000,3570.4200000000,SEM GTIN,,06,51,0.00,0,0.0000,3,0.0000,0.00,0.0000,0.00,0.00,06,,210282,,,"50,000 TO Lote: 2166122122022 - Data Validade: 22.12.2023 - Fabricante:  - Fornecedor: FERTILIZANTES TOCANTINS LTDA",0010281025,2022-12-22,2023-12-22,2166122122,50.000,999,99,0.00,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31059090,5102,SEM GTIN,46.0000,TO,000000000000110759,46.0000,TON,164239.32,20.00.20 BB,1,3570.4200000000,3570.4200000000,SEM GTIN,,06,51,0.00,0,0.0000,3,0.0000,0.00,0.0000,0.00,0.00,06,,210287,,,"46,000 TO Lote: 2172723122022 - Data Validade: 23.12.2023 - Fabricante:  - Fornecedor: FERTILIZANTES TOCANTINS LTDA",0010281025,2022-12-23,2023-12-23,2172723122,46.000,999,99,0.00,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27101921,5656,SEM GTIN,6000,LT,3677,6000,LT,36300.00,OLEO DIESEL S500,1,6.05,6.05,SEM GTIN,1,,,,,,,,,,,,,,210296,,,,4746,,,,,,,,,,MT,OLEO DIESEL S500 COMUM,820101012,,01,36300.00,1.6500,598.95,60,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01,36300.00,7.6000,2758.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27101921,5656,SEM GTIN,49.1910,L,22161,49.1910,L,353.68,DIESEL B S500,1,7.190000,7.190000,SEM GTIN,,04,,,,,,,,,,,04,57.37,210302,,,,,,,,,,,,,,MT,OLEO DIESEL S500 B20 AUTORIZATIVO,820101015,,,,,,60,0.0000,0,,0.00,,0.00,,,0.00,0.00,0.00,,,,,0600601,06,6,5,11926.639,11877.449,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27101921,5656,SEM GTIN,7000,LT,3677,7000,LT,42350.00,OLEO DIESEL B S500 COMUM,1,6.05,6.05,SEM GTIN,1,,,,,,,,,,,,,,210307,,,ONU 1202 OLEO DIESEL (CLASSE 3) GRUPO DE EMB. III,4911,,,,,,,,,,MT,OLEO DIESEL S500 COMUM,820101012,,01,42350.00,1.6500,698.78,60,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01,42350.00,7.6000,3218.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27101921,5656,SEM GTIN,5000,LT,3677,5000,LT,30250.00,OLEO DIESEL B S500 COMUM,1,6.05,6.05,SEM GTIN,1,,,,,,,,,,,,,,210322,,,ONU 1202 OLEO DIESEL (CLASSE 3) GRUPO DE EMB. III,5112,,,,,,,,,,MT,OLEO DIESEL S500 COMUM,820101012,,01,30250.00,1.6500,499.13,60,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01,30250.00,7.6000,2299.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31059090,5102,SEM GTIN,37.0000,TO,000000000000110759,37.0000,TON,132105.54,20.00.20 BB,1,3570.4200000000,3570.4200000000,SEM GTIN,,06,51,0.00,0,0.0000,3,0.0000,0.00,0.0000,0.00,0.00,06,,210325,,,"37,000 TO Lote: 2159221122022 - Data Validade: 21.12.2023 - Fabricante:  - Fornecedor: FERTILIZANTES TOCANTINS LTDA",0010281025,2022-12-21,2023-12-21,2159221122,37.000,999,99,0.00,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
